Gene	Score	0.95 MoE	P-Value	FDR
INTS8	-0.3930618846492085			
LRRFIP1	-0.39302156080870365			
TMEM23	-0.39299577632900967			
LOC150837	-0.39291171759803284			
ATP2C1	-0.3928093080254732			
C3ORF64	-0.3927157374299599			
SP110	-0.3926908033127311			
MAGED1	-0.3925804140666284			
C10ORF46	-0.3925466390605606			
VASH2	-0.3924024341553221			
N-PAC	-0.39227711354580735			
HSD17B4	-0.39210371360229695			
AGPS	-0.3920442544593859			
UBE2C	-0.3918249863953351			
DRD3	-0.3915043875254121			
C21ORF93	-0.3913785783238621			
PCDHGB6	-0.39136932385239154			
KLKBL4	-0.3913625780470074			
FNIP1	-0.39130755629260333			
CKAP2L	-0.3912004613518363			
LOC644320	-0.3910583817393044			
IFI27	-0.3910498030834865			
TSPAN32	-0.39096302105244685			
VGLL1	-0.3908145994917595			
ANKRD15	-0.39078006065378806			
CRLF3	-0.3907581594662981			
STAT5A	-0.39063076886483233			
C8ORF73	-0.3906240317029149			
CNTD2	-0.39058790156502765			
PGM2L1	-0.39054446920414854			
SCC-112	-0.39042597497347814			
NCOA2	-0.3901544261119505			
PQLC1	-0.3901487032331107			
C14ORF152	-0.39009749335002125			
TSPYL3	-0.3900635832290603			
MUT	-0.38998613047445607			
FRAS1	-0.38995582715944843			
C19ORF22	-0.38995122137096044			
ATP2A2	-0.3899499697196582			
ACO1	-0.3899353317555041			
LOC286058	-0.389890896752964			
RNF122	-0.3898657017600781			
ZNF286	-0.38977444293316876			
FOXH1	-0.3897589290030509			
PPP1CB	-0.38974072146936745			
TNAP	-0.38969918678045257			
GORASP1	-0.389486543670852			
MAP4K3	-0.3894479246485833			
MAP3K10	-0.38941075478184844			
KPNA1	-0.3894055985746737			
C6ORF170	-0.3893512770428386			
ESCO1	-0.3893422606411137			
C14ORF135	-0.3892522189099641			
COG6	-0.389237980802833			
PAQR4	-0.3892111123383881			
LTBP3	-0.38919118597074154			
RDM1	-0.3890815956525721			
ALDOC	-0.3890417777574156			
RBPMS2	-0.3890283176881865			
VPS13C	-0.38901219288456007			
CD274	-0.38896870019904695			
TCF12	-0.3889585428998182			
THAP6	-0.3889564919837158			
LOC57146	-0.3889441566001224			
SIGLECP16	-0.3887452411285685			
DENR	-0.38864448720246997			
PDXK	-0.38862714250909636			
PROP1	-0.38854497756237266			
BNIPL	-0.38841899325713103			
MMP19	-0.38830879170718297			
ZNF395	-0.3881802738930291			
LOC402617	-0.3881702611335115			
SLC30A2	-0.3881442050429204			
BAIAP3	-0.38808492163579694			
CD46	-0.3880842484873273			
NAPB	-0.3880735212135907			
RP11-145H9.1	-0.3880177783601022			
TCEAL8	-0.38800992958196906			
ADAMTS19	-0.3879999254109094			
XRRA1	-0.3879181509350338			
BICC1	-0.38781687043970225			
NRCAM	-0.38780557466746146			
SLC16A4	-0.3877554578435774			
GNRHR	-0.3876807575098073			
C9ORF66	-0.3875482480200768			
SYDE1	-0.38739635157593644			
SAP130	-0.3872655877711886			
RPTN	-0.3872570260362204			
RAB11FIP3	-0.38722656072930356			
PTGIR	-0.387221989349088			
CLOCK	-0.38714411784339064			
ID4	-0.38709729625817446			
BIRC4BP	-0.3867156390724857			
KCNK17	-0.38669934294935415			
AMZ1	-0.3866079443261375			
LOC340602	-0.38652348845596385			
TNRC6A	-0.3865058179797024			
C1ORF187	-0.38640595957817464			
PDLIM1	-0.3863771606463849			
TTBK1	-0.3863327526137939			
C21ORF66	-0.3862801758597847			
CREBL2	-0.38622397780432544			
SLC5A11	-0.3862033348620423			
C1ORF145	-0.3861564351154988			
TM4SF5	-0.3860601484411628			
CHMP5	-0.3860271777778151			
TCL1A	-0.3859672353626651			
ICOSLG	-0.3859389482536973			
LOC124751	-0.385865967265544			
SCARF1	-0.3858570306911722			
DMRTB1	-0.385787596193612			
CYP4A11	-0.38578673369165156			
BRD1	-0.3857126649353369			
CLIC4	-0.38563065759297155			
RABGAP1	-0.38561919207409545			
HIST1H1B	-0.3854895244560259			
MYO1D	-0.38545032129755735			
FAM122B	-0.385297506815706			
USF1	-0.3851759529092805			
WDR65	-0.3851615563557862			
PCDH7	-0.38512846890439717			
C20ORF38	-0.38511146296705806			
VAMP3	-0.3848841038253009			
KIF6	-0.3846213018198236			
SC4MOL	-0.38461243780269966			
C6ORF81	-0.3845896293405081			
HCG22	-0.3845212935854337			
PRKCA	-0.38446166319162156			
C9ORF62	-0.38442887261705916			
HERC2	-0.38441917223905286			
LOC144305	-0.38439803515974			
MAP2K1	-0.38439768750330106			
KIR2DS1	-0.3843678132968866			
IGSF9	-0.3842866603128563			
NUAK1	-0.3841397480761531			
SDC4	-0.38413497127731716			
TES	-0.384064087823651			
LEPRE1	-0.38400129925299087			
NXPH4	-0.3838623600135992			
FAM48A	-0.38384571882395213			
SLC6A3	-0.38379718810358915			
VCPIP1	-0.3836325180655011			
DBN1	-0.38362845793691996			
MLSTD2	-0.3836004799981263			
MST150	-0.38359225204854264			
ABCA1	-0.383563372260716			
LOC340581	-0.38354159974351326			
MOSPD2	-0.38353843250889025			
LOC642711	-0.38351147826636756			
FIGF	-0.38346192677802726			
C6ORF155	-0.38344204519260394			
PTCHD2	-0.383441130638611			
CPSF1	-0.3833330610037934			
INHBB	-0.38332611435522296			
ARS2	-0.383268806187307			
TTTY11	-0.3832415581524239			
SELL	-0.3832268794918327			
ZNF541	-0.38321523015832865			
IFT172	-0.38320208728549693			
GUCY2F	-0.383185185232721			
NAV3	-0.38317971368959214			
HSPA2	-0.3830449396754501			
NPLOC4	-0.38300699626539914			
C21ORF129	-0.3829201413585956			
LOC285501	-0.38280601174475476			
DIP2A	-0.3827294101498959			
WEE1	-0.38260227254110085			
KCNK3	-0.38255399022737024			
MAPRE2	-0.3825074263298261			
C14ORF132	-0.38248689263748764			
LOC645638	-0.38245120068410265			
SYTL1	-0.38244607598085917			
CXORF6	-0.3822942575586458			
CDH2	-0.3822039939409376			
GAS2L2	-0.3821406992374924			
LOC283697	-0.38197085832069577			
MGC11082	-0.38195866864229205			
USP1	-0.3819293335897811			
SMA3	-0.38192496407202664			
EXOD1	-0.38190415804701533			
IRF2BP2	-0.38186542898100534			
CDK2AP1	-0.3818214006742558			
THRSP	-0.3817050577616882			
EP300	-0.38166862021578407			
GIMAP5	-0.3815522873466593			
NAT1	-0.38137984420654003			
ACTC1	-0.3811941112250803			
C7ORF41	-0.3810100956788832			
RNPEP	-0.3807482544448553			
ZNF117	-0.380737269341371			
REV3L	-0.3807026311139716			
LOC642852	-0.3806972181381579			
TXNL6	-0.3806936583900057			
ANKRD6	-0.38067110920869374			
PCSK4	-0.38066259466213836			
INSIG1	-0.3806205655258132			
ATP6V1D	-0.3805838148345238			
NDRG3	-0.38057820524306346			
LOC283129	-0.3804989538074046			
BMX	-0.3804855439124636			
ERMAP	-0.3804431909784589			
RAP2C	-0.38041878364728554			
KIF21A	-0.38037238565729486			
ACBD3	-0.3802198315196975			
LOC136288	-0.38014879010312747			
ILDR1	-0.38012668528527416			
ITIH5	-0.3801040901852478			
C6ORF89	-0.3800899458550669			
UBR2	-0.38002157225026295			
CRYZ	-0.37989449731993313			
ARMC8	-0.37985390409425723			
PS1TP4	-0.3796787986778301			
ANKRD13C	-0.3795585964227233			
WAC	-0.37942571925315105			
AKAP9	-0.37937954193202045			
LEMD2	-0.37927160266843224			
PMAIP1	-0.37919876406601627			
RASAL1	-0.37911256359229584			
KIAA0674	-0.3790429935604044			
CSRP2	-0.37902905041103585			
ADAMTS6	-0.37892120633958176			
ARPC1A	-0.37890229939186854			
ADC	-0.3788540968625708			
FMOD	-0.37884659175569235			
TP53BP1	-0.3787905036179824			
DGCR7	-0.3787289504181211			
C16ORF59	-0.3785245911193147			
RAPGEFL1	-0.37849922625340404			
HSD17B7	-0.3784355544770235			
CPA6	-0.3783594485465174			
FOXC2	-0.3782820717315498			
PCDHB4	-0.37823957370146716			
GSH2	-0.3782376090941891			
LOC283537	-0.3782087235175597			
FYTTD1	-0.3781566509927673			
SPA17	-0.37802207956344996			
SUMO3	-0.3780042163052093			
EXDL2	-0.37798014034636207			
KIF20A	-0.3778917019698141			
HEXIM1	-0.37773391396485356			
LOC56757	-0.3777314371660023			
SLC25A16	-0.37773064952161484			
BNC1	-0.37765390926574277			
VIPR2	-0.37765066943549375			
DVL3	-0.3775600830561118			
FMO2	-0.3774680526584734			
ZNF564	-0.37745290234714884			
LOC399761	-0.3772999817570885			
ALAS2	-0.37729418205501347			
MPV17L	-0.37705380176491604			
HECTD1	-0.37700814414393324			
TEX264	-0.3769234218546076			
LOC199725	-0.37691877723133466			
SIRT1	-0.3768796054276548			
DKFZP566H0824	-0.3766321562476711			
MLN	-0.37644884147526236			
ENAH	-0.37638584560985444			
GLI3	-0.3763327433626817			
AP3M1	-0.37621924951538194			
CSDC2	-0.37621656475409454			
DMAP1	-0.3761561660634624			
TTC7B	-0.37612559148470626			
CAMK2D	-0.3761225004079662			
CTBP1	-0.3761083368140517			
SNAPC3	-0.3760928999884275			
DSG4	-0.3760169748604607			
UNQ2963	-0.3758964429250322			
PRTN3	-0.37588540334028514			
GTF3C1	-0.375825532866975			
MOBK1B	-0.3758180900016556			
GLP1R	-0.37571245003301934			
NBPF9	-0.37567151801145754			
IGFL1	-0.3756276352897848			
DUSP10	-0.3752653754114143			
WTIP	-0.3750421123716999			
SMOC1	-0.37502584100698455			
SMC2	-0.37502059199323345			
GPR81	-0.37499738286444806			
HIRIP5	-0.3749825833305126			
ACRC	-0.3749292170155886			
AOX1	-0.37476508576938683			
RAB42	-0.37475836158796993			
HOOK1	-0.37475818467718147			
CRYBA1	-0.37469128399671664			
ZNF432	-0.3746902282414817			
SLFNL1	-0.37463135907960055			
FLJ39660	-0.3746043770741821			
LYPLAL1	-0.37459595902375986			
ZNF586	-0.37458124937429105			
TUBE1	-0.3745411897303217			
GNLY	-0.37437994321596596			
PCDHGA10	-0.3743733153021517			
EHD1	-0.3743113868992932			
PKM2	-0.37425244317728			
HBA1	-0.3742474448653299			
HIST1H3C	-0.3742285472555658			
SLC30A8	-0.3742201303448615			
SFRS1	-0.3742017389371605			
CLIC6	-0.37418375001364523			
MGC34821	-0.37415061798448046			
PTEN	-0.37410277867702707			
ARHGEF9	-0.37400133164432847			
CPSF4	-0.37400082844170934			
SHKBP1	-0.3739889692392276			
LOC339047	-0.3738953254204454			
SLFN11	-0.3738854101758795			
FZD2	-0.37381805272468804			
HGFAC	-0.3737400152650358			
CXORF40A	-0.37373532929929215			
OMA1	-0.3735708449456745			
SYN1	-0.37353828060230754			
P53AIP1	-0.37351190788087396			
ARMCX6	-0.37346035822157814			
TNKS2	-0.37338089819307496			
CD59	-0.37330740107734256			
EFHA1	-0.3733030844632432			
INPP4B	-0.37328873584304423			
SIRT6	-0.37305786782381295			
USP3	-0.37303199923674957			
C6ORF166	-0.3727991659827312			
XPO1	-0.3727840505801062			
KIAA0143	-0.3727460817598684			
FLJ22639	-0.3727430247409478			
SPOCK1	-0.37271494944907313			
ZNF364	-0.3727138869318204			
LOC440309	-0.3727113539173372			
THEG	-0.37264361208729974			
TMEM54	-0.37241870173879715			
ZNF274	-0.37238109531150715			
RCSD1	-0.3723298077203142			
ADRB2	-0.37227513738392437			
LOC138652	-0.3722580535029835			
SPAG1	-0.3718549803597833			
STK33	-0.37183131477775316			
ZBTB48	-0.3718224664165341			
PIK3C2G	-0.3717557584121111			
TANC1	-0.37174242344026			
LOC643235	-0.3717259920149572			
RAB7B	-0.37166086325701614			
TGFB2	-0.3715364297565353			
GUCY1B3	-0.37130489566521857			
DUSP3	-0.3713044432348144			
CCDC45	-0.37128868843831697			
ANKRD50	-0.3712869454525395			
TMEM108	-0.3712596410732951			
RBM22	-0.37123242119999317			
CPXM2	-0.3711897999697261			
STK17A	-0.3711600173205138			
CLPS	-0.3710943019710981			
SGCD	-0.3710938284414785			
LOC653160	-0.37098534322495436			
SMG6	-0.3709318270462868			
LOC647589	-0.3708207163737855			
SNIP1	-0.3707514045545696			
FLJ21963	-0.37071138575688456			
MAP1LC3B	-0.3706034224523014			
MORF4L2	-0.3705848496820603			
FLJ12825	-0.3705598011098718			
LOC645733	-0.3704822913589913			
METT11D1	-0.37044801633950225			
PRKAG3	-0.37041321645050396			
CDC45L	-0.37040533881494003			
FCAR	-0.370249717764464			
SNX13	-0.37024300753370093			
GSTM1	-0.3702423452706774			
RAB38	-0.37023699392732884			
DAZAP2	-0.3701163210056515			
DYNLT1	-0.3698737723406275			
HBP1	-0.36983033786247543			
CEP350	-0.36978990864512123			
SPAG4	-0.36971378370168956			
ADI1	-0.36968939495321007			
RAPGEF3	-0.369636861205874			
LOC283177	-0.3695210713807765			
FER1L4	-0.3694970029332372			
ZDHHC4	-0.36949637403439844			
SORBS3	-0.3694758397039007			
TMEM135	-0.3694600921616946			
C20ORF172	-0.36934334610802044			
TMEM106C	-0.3693106642063533			
IL27	-0.3692153002458337			
LOC664727	-0.3691227721896589			
PREP	-0.3689721071184919			
BZW1	-0.368858526457007			
AGL	-0.3688499415939331			
SLC6A1	-0.3687401809225377			
LOC646089	-0.3687029240725131			
KLK11	-0.3686896917230961			
ZBTB25	-0.3686391715610765			
CLTB	-0.36857943027851325			
SRRM1	-0.36855329378591645			
CORO2B	-0.36851475383811877			
LOC284019	-0.3684786317745049			
LOC123876	-0.3684188626145188			
FNDC3A	-0.3682988069836559			
LOC51252	-0.3682696101303322			
SEC22B	-0.3680916621410483			
ZP4	-0.3679121832352358			
C14ORF178	-0.3678235975599346			
GBAS	-0.36760472069343986			
PLEKHH1	-0.36760347983804814			
NKX6-2	-0.3675019729925487			
ADH5	-0.367460305423262			
LOC284998	-0.36737702850011966			
LOC339457	-0.3673577633299017			
SNX3	-0.36734388320131006			
NFATC4	-0.3673245527345011			
TBC1D19	-0.3673027624397551			
VASH1	-0.36729052170567555			
VRK2	-0.367267397822532			
RIPK3	-0.36723456147603317			
CYP2F1	-0.3672027890073447			
POM121L2	-0.3671927764177965			
COMMD4	-0.3671485442661972			
C17ORF82	-0.36705859794715817			
LOC644942	-0.36702609427492805			
KLC2	-0.36700594782579093			
KIAA1655	-0.3669710610440988			
MED6	-0.36693409849151776			
FLJ23867	-0.36692167182036667			
SERPINA1	-0.366883611792445			
RAB11A	-0.3668204398389442			
STK39	-0.3665987121933321			
DCAKD	-0.3664637952205116			
AOF1	-0.36639918125879556			
UBE2F	-0.36638119337163383			
KLHL7	-0.3663761866006884			
LYZL6	-0.36633357094537744			
C11ORF2	-0.3663184502032354			
S100A6	-0.36615836214681824			
GPR83	-0.36612398537765173			
PREPL	-0.36611304951089285			
CDC5L	-0.3661103465711243			
LOC222171	-0.36610117110955986			
TFF2	-0.3660694839485229			
SLC28A3	-0.3660281919563365			
AHSG	-0.3660244680652971			
C14ORF129	-0.3659057662554098			
ZRANB1	-0.3658657998895807			
SOAT1	-0.3658351312451168			
LOC645352	-0.3657816545438428			
KCNK4	-0.36576468583797256			
CASC4	-0.3657253766429654			
DUOX2	-0.3657184326992193			
FLJ40243	-0.3656951313892562			
ATP6V1C2	-0.3656561845055379			
LOC93349	-0.3656506147431657			
ARPC3	-0.36562162922713076			
GATS	-0.36560455217314525			
ASB4	-0.36557417275400744			
TAF15	-0.3655688734619868			
KCTD4	-0.3655606290767726			
SGK	-0.365505010241142			
OR3A3	-0.36545715193587314			
APOH	-0.365347910130794			
SCHIP1	-0.36528315223310465			
FBXO6	-0.3652741497112131			
LOC388323	-0.36526613947444464			
C16ORF53	-0.36522833567278307			
APBA1	-0.3651806347177264			
BTBD3	-0.365148715696019			
KIAA1267	-0.36511777769221787			
FXYD4	-0.3649657747221737			
PCMTD2	-0.36494205500914106			
SSX2IP	-0.36483295946945954			
LOC391427	-0.3648218551794451			
FLJ11021	-0.36480854395341566			
LOC387758	-0.3647200559691952			
ADARB1	-0.3646760972358237			
LOC145663	-0.3646503405953495			
KIAA1524	-0.364646293405217			
CARS	-0.36462857866984794			
MAP4K1	-0.3646272521954177			
ACTR3	-0.36442748850630036			
SUMO1	-0.36441931138870687			
ATP1B2	-0.3643925164325693			
SEMA3A	-0.36434305220436514			
PTK6	-0.36433511764146354			
PDZK1IP1	-0.36432536667543547			
TRIM36	-0.36411615019639026			
FOXI1	-0.3640374331282952			
PIP5K1B	-0.36386021674346164			
CCL26	-0.3638441069982947			
PGR	-0.36383834403011844			
PAX6	-0.36382643738213766			
PPY2	-0.363771732773019			
SYNC1	-0.36376226899209074			
ARL5A	-0.36371454124431574			
ALOX12P2	-0.36366902954271946			
LOC647835	-0.36366849745298874			
TACR3	-0.3636220467077564			
UNC119	-0.3636191396802083			
WDR76	-0.36355810709597003			
TSLP	-0.36340307135196775			
LOC161527	-0.36340249914093353			
SAMD8	-0.3632882215766124			
C18ORF25	-0.3632632319746044			
TRIM33	-0.36324976677331167			
TTC3	-0.3632213995906619			
S100A13	-0.3631843835883325			
C6ORF145	-0.36317764732283975			
LOC401778	-0.36310142644226767			
GPR156	-0.3630716198649598			
C12ORF37	-0.36301334306952837			
VPS37A	-0.3630024662577564			
C6ORF70	-0.3629398786794533			
VIM	-0.36289069987774913			
SCN8A	-0.3628188709136658			
CTSW	-0.3627999820568862			
C14ORF49	-0.36273463469592404			
KIAA1652	-0.362718720214273			
PTPRS	-0.36268025814990557			
ZNF652	-0.3626520406991239			
XRCC6BP1	-0.36252250688256343			
LOC253842	-0.3624876933071772			
GSH1	-0.3624761067249897			
CDC6	-0.3624218108072673			
AKT1	-0.3623513392321342			
KLHL14	-0.3623415688861573			
ACTR10	-0.36233634072137655			
IFIT2	-0.36221717157656674			
CDS1	-0.3622114674612624			
PRSS3	-0.3621239216893183			
MIER1	-0.36211747945384465			
ARHGAP21	-0.36202384039244717			
ACTR8	-0.3619503179887961			
KRTAP2-4	-0.3619452953898894			
ATP13A4	-0.3618968504067084			
C21ORF89	-0.3618455196746348			
MEIS3	-0.3618164949481732			
SYNJ2BP	-0.3616572402266723			
GGTL3	-0.3616045858922288			
DNAJC13	-0.36160010447984037			
C20ORF62	-0.36156218690418407			
DNAH17	-0.36153084099382			
EHHADH	-0.36151178387809035			
ZNF668	-0.3614199187055985			
KIAA1799	-0.3614197341900237			
AFF3	-0.36135923869182135			
SCARNA9	-0.36135533164434375			
SH2D3C	-0.36133486523374486			
AGXT2L2	-0.3612299773741849			
ARL4C	-0.36112469115600393			
AIPL1	-0.3610735764958157			
CENPM	-0.3610574299362992			
BMP3	-0.36096612759629854			
HMP19	-0.3609472663684435			
LHFPL5	-0.3607575977625925			
TREX1	-0.3607051743631014			
FKSG2	-0.3605972006279929			
TSHZ2	-0.3605250490092407			
PHGDH	-0.36052473851111816			
ADAMTSL1	-0.36049972042111983			
GREM1	-0.36045770517139125			
KIR2DL4	-0.3603302912214659			
TTR	-0.3602673729302018			
SERPINA5	-0.3602289452199833			
PRDM11	-0.3601994076943904			
C10ORF132	-0.3600633080046629			
PCM1	-0.35993091529169985			
PRSS22	-0.35992431619456955			
ZNF710	-0.35989876620583594			
OR13C4	-0.3598222222330027			
LOC399491	-0.3597729341177032			
ARF4	-0.3597122149768565			
STAMBP	-0.35968605811314874			
LOC644162	-0.3596624581761776			
CAMTA2	-0.35957626005627935			
UHRF1	-0.3595586483793431			
LOC158563	-0.35938731759509746			
TBRG1	-0.3591355303810367			
SIPA1	-0.3591285877233972			
MBNL2	-0.35906518183124847			
PYHIN1	-0.3590077501964626			
MAPK15	-0.35898922601851546			
IL17C	-0.3589825876072728			
NFIB	-0.3589581578499269			
VPS13B	-0.3589527462766426			
LOC154872	-0.3588725122467969			
SGSH	-0.358816261629315			
PRDM10	-0.35877974590473577			
DICER1	-0.35875345835271855			
CKAP2	-0.3587289945165014			
GAMT	-0.35866842919599884			
ZNF264	-0.35861411803792315			
CARD11	-0.35860085060200536			
MYO1F	-0.3584888903408181			
SMC5	-0.3584817401408498			
FAM13A1OS	-0.3584353212403429			
HIST1H1C	-0.3583365195993004			
C1ORF91	-0.35827651364570073			
JARID1D	-0.358258100578028			
EOMES	-0.35814000223577663			
C2ORF16	-0.3581095072695314			
ACOX1	-0.3580734187755414			
NFE2	-0.35802296524662547			
ACTL7A	-0.35801602602591415			
TPD52L1	-0.3578673810260054			
IGF2BP1	-0.3578557424144047			
KIAA1712	-0.35779179760793756			
CDCA4	-0.35777667127634544			
KRT84	-0.357753849818746			
ASIP	-0.3575827683887875			
HVCN1	-0.35756718722702735			
CRSP9	-0.3574996905408229			
SRPX	-0.35745163646506867			
FAM91A1	-0.35743614078086355			
NGFRAP1	-0.35741367420483944			
BTK	-0.35740334431830684			
NMNAT2	-0.3573881834857868			
TCTA	-0.35735832349787117			
SFXN5	-0.3572227905351163			
GPR21	-0.35721870782778753			
HD	-0.3571948087366685			
STARD10	-0.3571057307241142			
KIAA0427	-0.35707965897272603			
CYP39A1	-0.35703032280889657			
PPM1D	-0.3570258651956574			
C1ORF61	-0.3569202397268608			
KRTAP1-5	-0.3569106514401707			
TCAG7.981	-0.35668947666455697			
TLR5	-0.3566374277431871			
PARD6G	-0.3566238515974432			
GRIPAP1	-0.35660029699103757			
LOC645682	-0.3565745303550309			
SBSN	-0.35656664263808113			
ECE2	-0.3565547657717098			
MGAT4B	-0.3564903664184121			
LOC402573	-0.3564516578898168			
SPOP	-0.3564095165510842			
EIF4E3	-0.356402107953815			
SMC4	-0.3563205077745743			
PMFBP1	-0.35631283815114			
MX1	-0.35626276729814293			
CHMP4C	-0.35626205858108995			
YBX2	-0.35624274303239317			
CXCL6	-0.3562410790127982			
LOC203274	-0.35616765671943285			
OGFR	-0.35609590497915367			
OTOA	-0.35609312074972377			
TMEM16A	-0.3560440131060829			
JPH2	-0.35602124344423425			
C17ORF49	-0.3559386581619088			
TAS2R8	-0.35589907617195016			
UBE2D2	-0.35583155410375317			
PRAC2	-0.35580716681105196			
DPY19L4	-0.355719351841723			
FAM84B	-0.3556582611285124			
TAGLN3	-0.35563354561391414			
LOC641467	-0.35560043642649636			
PTTG1	-0.35557310216420335			
LZTR1	-0.35555323244026593			
TMCO3	-0.3555515280540277			
GPR50	-0.35552065337848476			
ITSN2	-0.35549260548905304			
CBFB	-0.3554718213916899			
BICD2	-0.35542239934786			
DDI1	-0.3553241759182215			
WDFY1	-0.35532283763714645			
IGFBP2	-0.35529942950777216			
DOCK2	-0.35524068270697484			
LMO4	-0.35522163262991535			
FAM117A	-0.3552209117215006			
ODF3	-0.35521783555959613			
NOXA1	-0.35517327061561277			
ERCC5	-0.35510234390317735			
C6ORF211	-0.3550448332366552			
LRIG1	-0.3550224024891917			
JPH4	-0.35491381484910484			
MAFB	-0.35490003944902787			
ANXA4	-0.35487403993075795			
KIAA1166	-0.35484981830486445			
LOC147080	-0.3547621029894744			
GGPS1	-0.35473963333539366			
C7ORF29	-0.3545565286806393			
RPS6KA1	-0.35452080822264137			
SENP2	-0.3544860114981154			
HIST1H3H	-0.354312057273715			
LOC338620	-0.35426879216570334			
WDR49	-0.35425211517723204			
JDP2	-0.35424841733255064			
C9ORF130	-0.3542231010738015			
KIAA1414	-0.3540660322733183			
C8G	-0.354013013173624			
CAPN13	-0.35395795720191753			
FAIM2	-0.35389190518513935			
KRT18	-0.35388307992565404			
PDE4B	-0.35383659960562275			
EDEM3	-0.35381746970859057			
LOC648434	-0.3538027453341549			
PDCD6IP	-0.3537377134176727			
ZNF664	-0.35373521728699747			
C17ORF83	-0.3536539826187241			
PROCA1	-0.3536287343569326			
L3MBTL	-0.35362115596517507			
SFRS11	-0.35350210130887266			
RSPRY1	-0.3533582957911087			
PIK3CD	-0.35334280407523405			
TULP2	-0.3533104680339707			
CTTN	-0.3532913662769047			
SLIT2	-0.35328796067245105			
FLJ21408	-0.35325058725623615			
PARP12	-0.353220481886186			
LOC653066	-0.35313854200258615			
UNQ5783	-0.35304841138460785			
PDE8A	-0.35304776209079336			
ZF	-0.35299931333655715			
NPFF	-0.3529592417008721			
TMEM163	-0.3528805049769142			
BDNFOS	-0.3528653410351766			
ZNF84	-0.35283944739013345			
KIAA0146	-0.35282647296248804			
SEC22C	-0.35282314524107655			
ZNF713	-0.3527744384410704			
PRLH	-0.35272684638200846			
CDSN	-0.352704611317147			
STX12	-0.3526527985091128			
PCSK9	-0.35264593601134603			
TBX6	-0.3525070244514198			
C8ORF58	-0.3524784412058308			
MAPK10	-0.35216350430458704			
SNTA1	-0.3521229956121777			
C1ORF26	-0.35212017142658725			
NBL1	-0.3520580744688411			
AUTS2	-0.3519690775372931			
PELI1	-0.35190660066253543			
PUNC	-0.3518610273505792			
SEMA6A	-0.3518562477479534			
MED31	-0.35178835501478295			
APOL3	-0.35178656735290526			
AGPAT2	-0.35177786531780597			
LOC285766	-0.3517039066461222			
BDKRB1	-0.3516337454944854			
C14ORF138	-0.3516334122056732			
MOGAT3	-0.3516279018389248			
KLB	-0.3515337905956233			
PCDHGC4	-0.35152031096307773			
MTFR1	-0.3514801624789106			
CRIM1	-0.35145227345196917			
LEMD3	-0.3514413811631379			
PRIM2A	-0.3513305890011877			
NAP1L1	-0.35130460662960705			
LOC441601	-0.3512404378854158			
PKDREJ	-0.35117303508314657			
RICS	-0.35103790475303775			
YOD1	-0.35101007445558147			
MDM1	-0.35100696730246983			
CD244	-0.35094443468052505			
ACSM1	-0.35077169903890076			
C9ORF61	-0.3507411796125577			
HPYR1	-0.3507032407956626			
PPP2R1A	-0.3506737966755964			
DPP8	-0.3506320999135383			
BUB1B	-0.35062718813753574			
SPINK5L3	-0.35045840786210836			
IL19	-0.3503984826251997			
SLC41A1	-0.350363454203737			
PRO2214	-0.35032705133427133			
FOXC1	-0.3502350115803905			
C1ORF96	-0.3501038127934528			
COTL1	-0.35009301473860677			
FLJ31438	-0.34992746340393593			
LOC387882	-0.3498671292199577			
MGC39584	-0.34968381258963915			
MMP21	-0.3495921348931015			
SLC33A1	-0.3494651598672032			
MYST4	-0.34941536881194			
HOXA1	-0.34941413517327347			
YTHDF3	-0.3493805661417766			
RBM23	-0.34935732733367114			
SPINK5L1	-0.34917157053739206			
KIAA1217	-0.34913431306487563			
GRID2	-0.3488966435371466			
SERPINB5	-0.348842461500002			
C6ORF134	-0.3487025004953585			
BDP1	-0.34854270108613644			
KPNA4	-0.34841038243665257			
SH3BGRL3	-0.3483859404172102			
KCNH1	-0.34836401429460195			
CKAP4	-0.3483256216031909			
SMARCA5	-0.348280366474773			
FLJ46385	-0.3482398888725502			
KIAA0372	-0.348238288896706			
INSL6	-0.3481931799835012			
SKP1A	-0.3480408621499195			
LOC439951	-0.34792917217526365			
HSF4	-0.34788131628222874			
PPWD1	-0.3478132475760109			
KCTD14	-0.34781217000833275			
MYLPF	-0.34775350276388034			
LIMD1	-0.3477447147601315			
EIF2C3	-0.34772919150354337			
SMC6	-0.34766496394976926			
C9ORF165	-0.34760775014445777			
RIN2	-0.3475599796033368			
ST8SIA2	-0.3475195727502479			
SLC5A7	-0.3474948730119406			
COL8A1	-0.34745810823769846			
CDV3	-0.34728252135210064			
KCNE1	-0.34719858253562197			
ZNF44	-0.3471351701161525			
TBX19	-0.3471030794164057			
TGOLN2	-0.3470035135366697			
CRX	-0.34690359325479464			
PIGV	-0.34684281634882236			
RGS12	-0.3467942809966734			
LILRB1	-0.3467146847678343			
C20ORF144	-0.34667844278088367			
HNT	-0.3465772395490342			
KCNAB1	-0.34655216273121825			
PHLDB1	-0.34631986664773323			
RNF183	-0.3462914788702654			
ITGAM	-0.34623932130788454			
C9ORF86	-0.34617181718522344			
TOR2A	-0.3461691130311923			
H1FNT	-0.34614404434339496			
GRLF1	-0.34613991835767527			
TNFRSF8	-0.3461310633947935			
DLEU2	-0.3460720468664298			
CD19	-0.34606354705983117			
LOC340184	-0.3460453553254486			
PREB	-0.34600008501823204			
