Gene	signal_to_noise_ratio
ITIH4-AS1	-0.066136748527426
CH25H	-0.06611682611038025
MIR4701	-0.06610043316022875
CACNG2	-0.06607053667056234
KLHL42	-0.06603892526927732
RNU6-907P	-0.06600913709640246
KLHDC10	-0.06600615053283315
LINC02658	-0.06599379600151405
DDX60	-0.06596428686012716
DDX47	-0.06595381780047962
PNPLA8	-0.06595241848495403
EIF4EP4	-0.06589652919069636
PDZD8	-0.06588169804365329
TSR1	-0.06586218530599994
LINC02269	-0.06585700415959314
AC010531.4	-0.06584562788876572
CRCP	-0.06581711833086956
SELENOT	-0.06578525604300528
OGFOD1	-0.06577892565810929
GMEB2	-0.0657676227299968
EIF2B5	-0.06574335291018077
CNIH1	-0.06569185096336776
COL3A1	-0.06568553372245184
GPD1	-0.0656773315775121
CUL2	-0.06566593074737467
NRAS	-0.06564163527746596
RNA5SP228	-0.06562346247752521
ZNF671	-0.06561620193881379
PRDX4P1	-0.0656098266383519
POLR2G	-0.06560393386206281
NFKBIZ	-0.06558542781607916
ZNF619	-0.06557012029989878
CCDC144B	-0.06556097897225151
CACTIN-AS1	-0.06556047286880573
RIPK3	-0.06552721077804288
NTF4	-0.065504286701817
SEMA5B	-0.06547909775418148
IQSEC1	-0.06546981024005466
PPP5C	-0.06545895153546316
FIP1L1	-0.06545521422258165
LANCL2	-0.06543003327711994
PPP1R7	-0.06542986166995783
IER5L	-0.06540526293959995
TBCA	-0.06540454924241824
CAPN12	-0.06534109581676849
TCTA	-0.06531351490156645
NUDC	-0.06525937536846083
RPL27AP	-0.06522430079982892
TLL1	-0.0652136962353864
FOXO4	-0.06519952064944082
EIF5P1	-0.06519627916900003
ABCF3	-0.06519240587695477
MIR6776	-0.06516384559437638
RPL4P4	-0.06514289424739382
FBXL3	-0.06513933369797423
ZCCHC4	-0.0651043988173218
HMGN2P35	-0.06510198811893429
PIGK	-0.06507484533537872
LINC02053	-0.06506473394051619
GLB1	-0.06505869450001094
USP24	-0.0650486621534915
MARCKSL1P1	-0.06503329290915583
SPARC	-0.06502989849933617
C20orf181	-0.06502319038111087
FUZ	-0.06498729764383285
ACTBP12	-0.06495986198696296
ABHD14A	-0.064954978470064
MIR1205	-0.06493494486909246
HMGB1P25	-0.06492075896994207
TBC1D3G	-0.06491745419083196
LINC02398	-0.06491003795381824
EIF4EBP1P1	-0.06489405701221544
RIMBP3B	-0.06488148798978376
EXOC2	-0.06486735238987772
CGGBP1	-0.06484856461253106
LINC01465	-0.06484183155816214
LYPLA2P3	-0.06481740127231761
LINC02278	-0.06481740127231761
MIR548I2	-0.06481740127231761
DMXL1	-0.06479748275231734
FAS	-0.06479657921454066
RPL7P2	-0.06479495093166893
VDAC1P11	-0.06478715282292266
RFX6	-0.06477242828502482
NCF1C	-0.06475415691686602
SLC19A1	-0.06475120562493554
C4orf46	-0.06471008133742921
POLR2B	-0.06469117072048847
MIR4656	-0.0646433166710972
RNU6-238P	-0.06463912597221705
TNFRSF25	-0.06463621499935901
RNU1-82P	-0.06461855002696326
METTL15P1	-0.06461209444558776
FAM32A	-0.06461085657769725
MRPL57P7	-0.06459721157212464
TRBV10-2	-0.06458898874848498
FAHD2B	-0.06453970548347626
RTL6	-0.06453776791381197
RPS2P2	-0.0645351185339078
ERGIC2	-0.06451022979955037
ARHGEF2	-0.06449250415657073
RNU7-193P	-0.0644888828736896
ZNF497	-0.06448159603603608
ZDHHC7	-0.064456117922691
VPS28	-0.06445483815176267
TMCC3	-0.06445296218798177
CEP164P1	-0.06444117356263357
KRT8P45	-0.06443706682422595
SLC25A24	-0.06443335588373734
ARAP1-AS1	-0.06442468794257744
COX16	-0.0644058421108658
NUDT16L2P	-0.06438348811299882
AC012178.1	-0.06437382917398345
ZNF763	-0.06437203921557073
ENSAP2	-0.06436801956343784
F7	-0.06435576253940772
RALA	-0.06432308654239083
RAB5A	-0.0643230437231409
VPS9D1-AS1	-0.06427676980993456
HNRNPA2B1	-0.06426532851935676
CYCSP39	-0.06425852242632259
JAK1	-0.06423163924367621
ZFP91	-0.06422871885960903
MTOR	-0.06419886307668295
TNPO3	-0.06417450559005979
KLF16	-0.0641697776249354
KIAA0895	-0.06416359691217344
BIN2P2	-0.06415328201491484
RNU5E-3P	-0.06415053678580614
PPP1R8	-0.06410783895585084
RRAS	-0.06409791008980388
OR4K6P	-0.0640964186548967
TSEN15P2	-0.06403826037743436
CLEC11A	-0.06403739308937062
NABP2	-0.06402501087654058
SRXN1	-0.06400492406477006
EXOSC1	-0.06399625178453944
MTA2	-0.06396954975097086
LRRC37A11P	-0.0639622317833512
LINC02715	-0.06395780236654906
SLC9A3P2	-0.06394333092005419
TRA2A	-0.06393450561753568
SLC25A41	-0.0639255713583375
MIR4668	-0.06392277109208194
TSPY12P	-0.06391986224097886
RN7SL455P	-0.06387875202285463
BIRC3	-0.06387666655881527
CYCSP51	-0.06385728318282098
SLC16A4	-0.06384774323640695
LMBRD1	-0.06384573903330172
ARPC1B	-0.06383618057686041
HMGB1P5	-0.06381935575849068
ZNF85	-0.06381771865607011
STYXL2	-0.06380634178482321
OR4F15	-0.06379858689650682
LINC01753	-0.0637932419270715
CICP3	-0.06378965566742574
RAD17P1	-0.06378860032539288
ARHGAP12	-0.06378743758071904
SNAPC2	-0.06374958898148501
LHX2	-0.06373964570887332
RPL12P42	-0.06371651977119314
EML4-AS1	-0.06370403207744631
RN7SL635P	-0.06369864037154498
SPCS2P1	-0.0636926566453809
RN7SL793P	-0.06369249161355484
OR5M7P	-0.0636799180111878
MTND2P13	-0.0636705540047725
DLGAP3	-0.06363532883509894
TXNDC11	-0.06361897757532592
MTND2P16	-0.06361705047581087
MIR4772	-0.0635939496479832
RBPJP7	-0.06358906442586827
TRAJ60	-0.06358586913035819
AC091953.1	-0.06352722045232717
SSPN	-0.06351381481382577
PCAT19	-0.06350553948268223
TCEA1P4	-0.0634739503923735
DNAJC11	-0.06347345841701904
NUP42	-0.06346757597608768
RNU6-1272P	-0.06344851711126473
TVP23B	-0.0634468024661708
SMIM15P2	-0.06343529507495865
ESCO2	-0.06343213375059648
NF1P4	-0.06343212911953831
LINC02156	-0.06342407250321798
GIPC1	-0.06341679597875867
TRMT2B-AS1	-0.06339103827286509
RPS15AP11	-0.06338582621280435
CEP19	-0.06335623691961956
ZMPSTE24	-0.06333150784132302
MAP4K3-DT	-0.06329721311042008
REPIN1	-0.06327625131346443
TAFA2	-0.06327502576534418
CCM2	-0.06324147551546618
RPAP2P1	-0.06322258185164994
PI4K2B	-0.06316262159373182
ZC3HC1	-0.06315818496119303
ZNF211	-0.06315398035104453
LINC01743	-0.06315179434408284
CNDP1	-0.0631236097733461
MIR2052HG	-0.06311962705262825
MIR3116-1	-0.0631083047467291
RN7SKP114	-0.06308877138982229
APOL2	-0.06308526077352435
TESC-AS1	-0.06308390195995475
CARD6	-0.0629941634151474
SMARCB1	-0.06298630015464773
LINC00377	-0.06296733182435024
RPSAP33	-0.06296570400465552
RNU2-64P	-0.06291409772482993
ENG	-0.06290897523486574
GAPDHP62	-0.06289033121744718
DLGAP1	-0.06282765345653338
BCO2	-0.06281742949582636
TBPL1	-0.06277857732870104
PRSS37	-0.06276311179060468
FAM199X	-0.06276002772816185
RTP5	-0.06275062183006422
RAB33B	-0.06271312023837054
RBX1P1	-0.06269712430048134
RASL12	-0.06269072843436245
CARNMT1-AS1	-0.06268707361785796
RNU6-829P	-0.06263409451298728
SIGLEC7	-0.0626267754250261
PIAS2	-0.06260605527251996
MIR606	-0.06259052190368261
TOPORS	-0.06258121856985588
MPP4	-0.06252146137195973
FUOM	-0.06249687873227777
NDUFV2-AS1	-0.062492658687324544
LINC00398	-0.062440623292917656
MAP2K6	-0.06243322598619495
LAPTM4A	-0.062421838416057064
RN7SKP3	-0.06241314205866741
RPL31P49	-0.062408905838837014
MKRN2	-0.062395943774181825
LINC02159	-0.06235834640044535
AGGF1P4	-0.06233627398215244
SYCP2	-0.062331715371463634
NUFIP1	-0.06232145953809173
CSNK2A1	-0.06231681892501344
PIGC	-0.062304032610301194
MIR16-2	-0.062290964296460895
RNU6-397P	-0.06225901661277006
FAM181A	-0.06224090510096994
RPL39P5	-0.06223387027023701
EBF2	-0.06221594062568473
RN7SL620P	-0.062212179574632584
IGHV1-46	-0.062210764563580524
RN7SL605P	-0.06217129995139246
KLHDC9	-0.06215604604003813
DMRTA2	-0.062149478253261316
PTP4A1P2	-0.06213441436135245
ASCL5	-0.06213391781542301
LDLR	-0.06209378494538758
TPT1P12	-0.062087136228248505
LINC01747	-0.06208645762250871
TMEM255B	-0.062080806303487536
FBXL22	-0.06207415581749031
RPSA	-0.062064825777935685
SKP1P1	-0.06205743107752245
BCAN	-0.06205456511041043
RN7SL67P	-0.06203517434029329
ZNF781	-0.06203117311527874
SLC35G4	-0.06200360616500798
IPO8	-0.06199619717080438
RNU6-1234P	-0.061983492257384386
CD300E	-0.06197899451429062
RHOT1P1	-0.061938658914752885
ICA1	-0.06190289747865681
EVI2A	-0.0618939269839512
ZBTB49	-0.06189196696732833
DCAF13P1	-0.061838449983890986
BTF3P4	-0.06183605591242768
AC097374.1	-0.06181352963386058
LINC00507	-0.061785175898670316
POLR1G	-0.06177942217102384
FSIP2-AS2	-0.06177901761598735
CBSL	-0.061768679724120236
EED	-0.0617354776482809
WAS	-0.061734259221979344
RPL7P19	-0.061721416806892054
AC025048.4	-0.06170844147692113
MTX3	-0.06170571098169555
NUDT19P5	-0.061683017613988894
SOWAHA	-0.06168122136433855
NHP2P1	-0.061660525078762574
SPAG17	-0.061658806736119426
RNA5SP479	-0.06164986574812191
AP4B1	-0.06164000294704232
SIRT6	-0.0616172059864518
ZNF12	-0.06160635373778108
PSMC2P1	-0.06159944057337826
CCL19	-0.061597124683944474
ALOX15P1	-0.06159306587073627
NBAS	-0.061592497117834585
NPM1P26	-0.06157472556575636
MIR329-2	-0.06156929625598609
GLT1D1	-0.06155843298778409
DERA	-0.06154706542398895
LINC00636	-0.06153244912261092
CRMP1	-0.06152736288154428
NANOS1	-0.06150061958490018
GPR137B	-0.061471014589442596
DENND3	-0.06144136049935546
CU634019.1	-0.061411595093562775
LINC01750	-0.061368307480347606
PCLAF	-0.06136115547228029
ZNF668	-0.061359311903157195
ZNF107	-0.06135346575212718
OR51T1	-0.061344228545905294
MIR5186	-0.06132103850385419
RAB40AL	-0.06131743559057446
UNG	-0.061317049054350474
DFFBP1	-0.06130872210109401
H1-5	-0.06130737771519892
ARHGAP42P5	-0.06125457560496682
ADM	-0.06125054301513651
GDNF-AS1	-0.061219206757786
CBX1P3	-0.06121808526603866
MIR23A	-0.06121582718198339
RNA5SP139	-0.061214824400927424
PYCARD	-0.06121301918151457
FAF2P1	-0.061201670902180226
FABP5P7	-0.061156809461734386
RSAD1	-0.06115053512854131
MSN	-0.061127728316133216
RNU5D-1	-0.0610820212655572
RPL7P9	-0.061056874959630324
TRIP11	-0.06105122510022022
RARS1	-0.06103678053118307
RN7SL52P	-0.06101406543424727
UTRN	-0.06100514045177608
LINC00920	-0.061000557875141054
RN7SKP1	-0.060949815616657514
CAPN11	-0.060944465132802085
LRRC40	-0.06094301951535504
LINC01080	-0.06092506085324492
CYHR1	-0.06091584810762369
RACGAP1P1	-0.060912455723018004
SLC25A1P5	-0.060911827387319234
ZBED2	-0.06088731457210485
TUSC2	-0.060886987977119465
HIVEP1	-0.06088234317913465
RNA5SP473	-0.0608587461680893
TAF1A-AS1	-0.06084837088289261
MEN1	-0.060822237908774425
MIR4643	-0.06081397917964625
TMEM59	-0.06080666391769042
CRTC1P1	-0.06079360742552688
PPP1R12BP1	-0.06078691639688583
MIR222HG	-0.06077120046005567
OR2M5	-0.060730653293074914
NEFMP1	-0.06070977845795952
NHLRC4	-0.06070688314082408
AC099791.2	-0.060673795541982996
EIF2B5-DT	-0.06067151472290031
MARCHF8	-0.06065583905474356
WASF4P	-0.06065561847294479
CSP2	-0.060643611051828424
NOG	-0.060641855342321
RNVU1-19	-0.06062753575418967
CYTH2	-0.060618295887213305
GPBP1L1	-0.06060507117537087
AFTPH	-0.060601884370809295
RNASE3	-0.060581312435242986
C5orf67	-0.060576620938138634
TXNDC15	-0.06057083928021134
KRT4	-0.06056655593020103
BCAT2	-0.06053454619079637
GJC2	-0.060527654682684014
PPM1M	-0.0605149684777658
OR2S1P	-0.06051336994156495
LINC02871	-0.06051327969060213
KCTD8	-0.060512750120471866
SPATA42	-0.06050083183009691
COPG1	-0.06044844971120259
AF196972.1	-0.060447553693549004
TYMSOS	-0.06042739212118944
SNX18P1Y	-0.0604115214999397
SYT9	-0.06040666176572966
GLA	-0.06039315284052744
GSTP1	-0.06038609134177337
PPIG	-0.06037818682336299
PPM1A	-0.06036716614792758
SATB1-AS1	-0.06036295507063685
TRAV29DV5	-0.060320063196553024
KPNB1	-0.0602972353346172
MPPED2	-0.060282331409661785
SLC66A2	-0.06026396269201777
MFSD14B	-0.06024065396723502
GOLGA2P3Y	-0.06021401171349899
LINC01783	-0.06016123138989867
RNF32-AS1	-0.0601522451806337
OLA1P2	-0.06012938336242404
HMGB1P28	-0.0600685075893136
ERF	-0.06005578205536963
FOXN2	-0.060041164636163775
LSINCT5	-0.060034662782738016
AC009908.1	-0.06001198175618402
ITCH	-0.06001156510909139
RN7SKP206	-0.060002500792362
LCMT2	-0.06000039829985768
RPS4XP16	-0.05999246211335384
CDKN2B-AS1	-0.05999037021896012
SEPTIN14P4	-0.05998743637683142
CDV3	-0.05998676635281044
PDXP	-0.05996694518619919
NR4A1AS	-0.05996511074407552
MIR548AQ	-0.059957001342925406
TIA1	-0.059952281486024175
PAFAH1B1	-0.05994356376760295
RPS12P10	-0.05992117331372942
RN7SL153P	-0.059900618921652146
CATIP-AS1	-0.05989057613463259
VWA2	-0.059885005969029785
AC097375.3	-0.059865721064863556
LINC00639	-0.05985628238576182
PLD4	-0.059836861134114974
TEX55	-0.05981714518295825
SLC9A9	-0.05980698434554528
TMEM25	-0.05977992834360464
RNY1P11	-0.05977347431784438
APOBEC4	-0.059742631069579985
XPOTP1	-0.05973631646862775
TRAV7	-0.059731475899677006
PYM1	-0.05971701954781677
AL109918.1	-0.059709294607304404
UBLCP1	-0.059699265431050766
ME1	-0.05968684173971661
RPSAP15	-0.059668094857603104
MAP3K10	-0.05962056629826382
MIR122HG	-0.05957624262221247
RPL41	-0.05954921954029312
CHD1	-0.05951977658849777
LINC01060	-0.05951353592873922
CELA3A	-0.05948149942128035
CUTA	-0.059449427918623246
SNORD56B	-0.05944879912154226
TAOK3	-0.0594405963207611
GLCCI1	-0.05942703855770638
IFNA20P	-0.05938275559923293
ACRBP	-0.059363760669634204
IL13RA1	-0.059361667820438245
IQCF5-AS1	-0.05935850536262831
C4orf50	-0.05935364868890976
POU4F1	-0.05933308710263044
IGSF11	-0.059328870354568505
TRIM72	-0.05932825614043444
C1orf131	-0.05932736656486977
GATA3-AS1	-0.059325272991413894
BCLAF1P1	-0.05932331344794935
MAS1LP1	-0.05931685303742998
ZNF117	-0.059308901482897455
SURF1	-0.0593088072432511
RNA5SP478	-0.059304955221848456
SNHG20	-0.059271509306210356
TRAV27	-0.05927029970348409
ANKRD36BP1	-0.05925232448119847
IGBP1P1	-0.05924003306710816
PIP5K1P1	-0.05922719020391453
AC107294.2	-0.05918433972045261
TRAJ39	-0.05916999098926479
PSMC4	-0.05916943756053061
CXADRP3	-0.05912384039576077
SHMT1	-0.059113587973317984
RPS11	-0.05904841367481852
KIAA0408	-0.05904102132992852
LILRB2	-0.05898770363950727
COG6	-0.05897832535849365
C8orf33	-0.05897688743893583
HMGB2	-0.058911837167341295
IL6-AS1	-0.058872348571353934
MTCO1P56	-0.058843839030159203
RBBP4P2	-0.05881108018520552
LINC00445	-0.0587818803657664
ZNF536	-0.0587518932255183
MIR548B	-0.05875168340063815
DBF4P2	-0.05874133024350444
RNF19A	-0.058708091213758216
MYLIP	-0.058705888223769945
C5orf63	-0.05870268468672957
PRAP1	-0.05868311697426586
TMPRSS11D	-0.05858124434940755
RNU6-369P	-0.058578925120860055
CCNB1	-0.05855685318732513
SLC2A14	-0.058554914434488875
RN7SL648P	-0.058547835023210724
GNG10	-0.058485944774959
UBAC2	-0.05847195203161211
ATP6V1E2	-0.05846090592722164
AC007598.2	-0.05845623535680156
TRAV8-4	-0.05845375023992317
LINC02268	-0.058432048041768325
LINC02594	-0.05840268366437827
WDR82	-0.05838953960102008
ZNHIT1P1	-0.058345260003038406
LDHAP2	-0.058332314092470076
ASS1P6	-0.058311254908214344
RN7SL328P	-0.05826292068701302
TMEM101	-0.0582554255574749
PLA2G4B	-0.05824763926840887
CTBP2P8	-0.05824166046477593
TBC1D7	-0.05823909812907921
H2BP6	-0.05821501191821483
LINC02445	-0.05821349180650005
STPG3	-0.058208709074621154
DHX40P1	-0.058199843700145325
MIR4477B	-0.05819283846777235
ADCK1	-0.05817812121794662
LINC01198	-0.05815561158319335
TXNP5	-0.058148203155222004
LINC01630	-0.058147447036584476
LINC00278	-0.05814637853239094
RNU6-1315P	-0.058122418194302326
FNDC3CP	-0.05811068792297918
MMP2-AS1	-0.058096403322304015
SNORA38	-0.05807215860890413
DNAAF6	-0.05807079625438802
PARK7P2	-0.058069033693065535
CST7	-0.058058100235031294
NRGN	-0.058053226837685316
LMBRD2	-0.058025384564127716
CFAP74	-0.0579849147789923
TRGV10	-0.057922298162133554
SPATA4	-0.057915517423449685
SHKBP1	-0.057883160205807006
RBM22P4	-0.05787987711269874
RNA5SP451	-0.05787987711269874
LINC02016	-0.05787987711269874
LINC02444	-0.05785214143732345
MPPED2-AS1	-0.05782763428602061
ARL14EPL	-0.05781121746427583
PCDHAC2	-0.05779167432499624
METTL8P1	-0.057782078998716783
RASSF5	-0.057779604479005375
RPL24	-0.057773633924099475
NRN1	-0.05777054087604827
WAC	-0.057769003597618655
MTND4P16	-0.057767758256066004
TRBV5-4	-0.05776562980515215
NEFL	-0.057763089643095566
SUGP1	-0.0577476609897448
FBXO34	-0.05774029934248091
PDE4A	-0.05773757613341682
ABCB1	-0.0577121010382745
ARL2	-0.05768982527514049
MRRF	-0.057683997776597364
MTCO2P17	-0.05767978284263333
MIR941-4	-0.05767511635819957
LINC02512	-0.0576640031733369
AIRE	-0.0576480157071514
RNF103-CHMP3	-0.057636436794310124
SAPCD2	-0.05759877007223969
FMO1	-0.05758511211049302
POTEM	-0.05754777311649142
BPIFB9P	-0.05754155632132821
REXO2	-0.05753553553658935
SEPHS2	-0.057478845328323945
RNU6-704P	-0.057460411508564305
SNORC	-0.057434042219408274
RNU6-540P	-0.05741923310008123
NRBF2P5	-0.057406242143791926
MIR4787	-0.05739718112222664
CSTF1	-0.057383709096835066
IL1R1-AS1	-0.05738204311029643
UBE2D4	-0.05734782074613957
NKRF	-0.057331019142353376
LCOR	-0.0573295216493245
RNU6ATAC2P	-0.05727361226519747
WDR11	-0.057269383755243014
ANPEP	-0.05725105050160288
KCTD1	-0.05723058419478016
ILF2	-0.05721218656154123
ZNF512	-0.057199823359080075
DHRSX-IT1	-0.0571904905029677
LINC02193	-0.05718440319208821
BTNL2	-0.05715356623488176
RNA5SP151	-0.05712698636208536
BMPR1AP1	-0.05706257670766099
ASS1P10	-0.057060101797103295
RPL23AP72	-0.05704855819558082
MIR548AT	-0.05697699141525253
MTA3P1	-0.0569745938687662
VDR	-0.056962974274790086
MIRLET7G	-0.05693789535007674
SLC25A44	-0.05693396436899031
RNF157	-0.0569073544327091
RN7SL18P	-0.056907185698671564
PSMD10	-0.05690346875693801
LSM6P2	-0.05689172076639735
PEX5L-AS2	-0.05688566893586831
SGTA	-0.05687983078900937
DYNLT1	-0.056810157026578836
GAS7	-0.056801730407128825
H2AC14	-0.05680126760700073
CLINT1	-0.05679714757861906
AGPAT3	-0.056780699062168836
LINC00165	-0.056750400684288646
BMP2KL	-0.056730780396307245
RPS3AP29	-0.05671850361684365
PPP4R1	-0.05670999426095193
BPESC1	-0.05668588791481828
MRPL53P1	-0.05666850484133321
AGGF1P2	-0.05666163197230499
AL109910.1	-0.05664329905211635
MAPK10	-0.05664198854456435
SYN3-AS1	-0.0566315477222403
STRA6	-0.056614262337144075
CLK3	-0.05660658404790633
RNU6-771P	-0.05660432746416107
CCNB2	-0.05656170921694673
COPS8	-0.05654632881042728
RPL23AP69	-0.05652901885267715
MIR6772	-0.05649551645706073
FRMD4B	-0.056462683168913924
ELK2BP	-0.05646083360766785
VCAM1	-0.05645096351101171
TARS2	-0.05642870190212278
BNIP3P11	-0.05641991188375335
RNU6-392P	-0.05637729367846083
RNU4-16P	-0.05636234608406338
TAPT1	-0.056360055932716216
LINC00397	-0.056339199516641306
SLC9A3	-0.056336142401562955
NACC1	-0.05632344820270604
MYO6	-0.056315075388945826
MBNL3	-0.05630889640922971
PTMAP9	-0.05629702223725001
KIF1C	-0.0562764787817348
IZUMO3	-0.05627303843849705
IGLV5-48	-0.05627125066028893
MIR4639	-0.0562666059559101
TAS2R15P	-0.05625870853670824
RBM12B-AS1	-0.05625594200629016
RNA5SP513	-0.05625335161422669
TPSAB1	-0.05620399605110356
RNU6-1043P	-0.056202012166493974
MMP17	-0.05616803704103505
CMA1	-0.05616702020635508
RRP9	-0.05614109626981841
SNX25	-0.05614063029582738
PRMT3	-0.056125576299566916
RGL2	-0.056124333948470675
TBC1D23	-0.056075599790169094
NCBP1	-0.05607057997299935
PDE6D	-0.05607018665091804
SAMD12-AS1	-0.056052612024003565
ARL6IP1P3	-0.056037473584263066
TRBV9	-0.05602419381538899
CCDC189	-0.05601723754789073
NIPSNAP3A	-0.05600573192016706
IPO13	-0.056004492265592294
TRIM53CP	-0.05596749180991838
SAR1A	-0.05596108294042202
ZNF229	-0.055942267307219073
SMIM29	-0.05592503119042393
STPG4	-0.055908295455750656
SPATA13-AS1	-0.05587511053426778
MAP7D2	-0.05587305709499482
TRAPPC2L	-0.05587233111686845
RNU1-18P	-0.05586054834039723
RN7SL833P	-0.05583622779417149
UBA52P6	-0.05581815640773632
RALGPS2-AS1	-0.05574470955038439
POMK	-0.05574131356721774
HS3ST4	-0.0557383521760666
RPL34	-0.055729117990610366
UHMK1	-0.055693214656102115
PCAT7	-0.055692552281192464
NDUFV2	-0.055683732236542015
RNU6-881P	-0.055656950941815914
AFF2	-0.05564611185780781
ECSCR	-0.0556407391245991
LINC01077	-0.05561814555205582
IPMK	-0.05561173154101478
CLSPN	-0.0555958190845444
ARMC7	-0.05556311000601203
C17orf98	-0.05556036768485898
TSR3	-0.05555825255402512
ZNF223	-0.055532518244382226
ZNF300P1	-0.055532176766834675
RN7SL491P	-0.055527303769318984
RPS15AP34	-0.055522768993993894
LINC02794	-0.055519931530600995
SLC39A12	-0.055490179028580264
POGLUT2	-0.05548178978085609
LINC02518	-0.05544414279651638
LINC02131	-0.05542712411685318
SERPINC1	-0.05542521669959151
STEAP1B	-0.0553799489381728
MRPS21P7	-0.05536033757285206
OSBPL11	-0.055339606293114386
COPE	-0.05532876696948023
BICD1P1	-0.05532054353397953
MIR3153	-0.05529083619921569
EVL	-0.05528024707941547
ARHGEF9-IT1	-0.055274023988387204
LINC02692	-0.05526777465157318
LINGO3	-0.055261039648289774
LINC02821	-0.0552427033576122
LAMTOR3P2	-0.05523257277323322
BTBD10P1	-0.05521065313000199
LINC00955	-0.055144957195308854
RN7SL623P	-0.05513953693599491
MTND6P4	-0.055138714885771455
KIAA2026	-0.05513068705124073
CARM1P1	-0.05512448336892437
TUBA4B	-0.05511486661017225
TEX264	-0.0551068021421353
STYX	-0.05510191361674267
TMX3	-0.05509975085792175
LINC01543	-0.05509512890125125
METAP1D	-0.05508803377917508
RN7SL73P	-0.05508508347612502
CTNNB1	-0.05506218571447673
USP12P1	-0.05504311402253271
EIF4HP1	-0.05502215459318018
LPAR5	-0.05500097365827199
PTTG1	-0.05499771803081875
EBF3	-0.05499654600727949
PIMREG	-0.05496578326696163
SLC31A1	-0.05493730706018488
TSPAN4	-0.05487912116035422
FBXO36P1	-0.05487417811175546
RNU6-125P	-0.05486808899043199
CROCC2	-0.054853460991692
SCPEP1	-0.05485026071533574
RPL10AP1	-0.054840123627067514
NMRK2	-0.05483093638720283
RPL7P32	-0.054814955398080775
EEF1AKMT2	-0.0548130649537727
ZNF546	-0.05480032938830247
CD300LD	-0.05479367117902847
EDEM3	-0.05479105865967432
LINC02637	-0.0547815567736687
NOXRED1	-0.05477153745217755
SPO11	-0.05476774847149821
RNU6-277P	-0.054765400911624566
IARS1	-0.05476034068478272
KLHL20	-0.054731987866066985
MIR26B	-0.05471636016494877
UBE2A	-0.05467829122511491
RPL22	-0.05467538059698454
GBP1	-0.054629532260211965
RNU6-45P	-0.05461851035505753
SMG1P2	-0.05459431336502266
ZNF527	-0.05458614079298965
ARHGEF26	-0.0545732644103603
SYCE3	-0.05456649687837761
RAB1A	-0.05456243395693021
RPL23AP81	-0.0545568724543964
LINC00587	-0.0545168264207658
RASEF	-0.054515524903710755
LINC00443	-0.054501188656269954
IQSEC2	-0.05449350773596202
DRAP1	-0.05447295703237924
MTUS2-AS1	-0.05446437587028121
CSE1L	-0.05446348412338488
EIF3CL	-0.0544599788332288
RIOK1	-0.05445373745920721
PPP2R3A	-0.05439848999322509
TNFSF13	-0.054398462168886254
KATNBL1	-0.05435678002803464
CDC42	-0.05434632539073628
RABAC1	-0.05433711130620678
NAPA	-0.054328556889945034
LILRB3	-0.0542973914038165
TRIM63	-0.054274983582136005
OTULINL	-0.05426746892275027
H2BC12	-0.0542516022229376
RPSAP20	-0.05423372994988104
RPL39P16	-0.054214572865254544
MRPL20-AS1	-0.05420334158393897
CLC	-0.05419788539011329
GSDMD	-0.054195557173301795
PDCL2	-0.054192158570744504
ARL4AP1	-0.05415260782822213
TUBB8P3	-0.05414985250217239
GPR157	-0.05412773247252957
GINM1	-0.054115054572906725
FGG	-0.05411475556175864
PTTG2	-0.0540699540696503
SNTG1	-0.054066869500656416
RNU2-34P	-0.05404765952007304
ZSCAN4	-0.05399303580930944
TMEM150B	-0.05396907000207132
EXT1	-0.05396562650071549
AL591242.1	-0.05393266095319841
FKBP14	-0.05391347712564787
ERO1A	-0.05390622957939659
RYBP	-0.05389872078504357
PIGB	-0.05388356375396454
AC009597.1	-0.05388044198055005
ADAMTS9-AS1	-0.05384987819779019
NAA10	-0.05384306261665827
UPK3B	-0.053837515597039004
OR51H2P	-0.05381201699776566
FLNC-AS1	-0.05381062375805909
WIZP1	-0.0538103848795757
GIT2	-0.05379599378437102
RPL7P14	-0.05378994533038093
REEP6	-0.05377286680814487
TMEM30BP1	-0.053734065687149106
EEF1AKMT1	-0.05373277006974368
VGLL2	-0.05373035608951566
OPN4	-0.0536766682454203
COLGALT2	-0.05365674348617669
FECH	-0.05360614979843647
LINC02664	-0.05358458239690523
RBMXP5	-0.053569987747302886
SEC23IP	-0.05353112183845731
RPL35AP35	-0.053521274647133486
SNORD115-4	-0.05350690578866537
AMZ1	-0.05349123119940087
PARPBP	-0.053483554843018644
ATPAF2	-0.05344226274237963
OR7E21P	-0.0534371947751384
CDC42EP1	-0.0533960963782196
IRF5	-0.05337583902817861
RPS11P5	-0.053363861666007754
DDX11L17	-0.05333469179990553
ANKRD9	-0.05332666350096893
AURKAP2	-0.05331007808451504
MPV17L	-0.0532994260443977
HAAO	-0.05328981965588753
MIR548AI	-0.05328305003074441
RNF32	-0.053274969564772734
RNU6-979P	-0.053259239479616194
ZBTB38	-0.053243296387285255
SLC35E1	-0.05321753607663044
KRT76	-0.05321605249584007
ATP5PBP1	-0.05321025436013475
RPL7A	-0.05320717177329412
NFIA-AS2	-0.05319944122893864
MTPAP	-0.05319653820267742
RPL4P5	-0.05318852228803784
MYBPHL	-0.05318405262138879
TMX1	-0.053149050824388054
